id,title,url,rate,tag1,tag2,tag3,tag4,tag5,difficulty,budget,people,prep_time,cooking_time,total_time
906,Fondue facile au vin blanc,https://www.marmiton.org/recettes/recette_fondue-facile-au-vin-blanc_83692.aspx,5.0,plat principal,plat unique,fondue à la viande,,,très facile,bon marché,4,10,15,25
907,Poulet à la moutarde et au miel,https://www.marmiton.org/recettes/recette_poulet-a-la-moutarde-et-au-miel_20659.aspx,4.2,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,40,55
908,Pamplemousse aux crevettes tout simple,https://www.marmiton.org/recettes/recette_pamplemousse-aux-crevettes-tout-simple_36981.aspx,4.6,plat principal,fruits de mer,crevettes,,,très facile,bon marché,4,20,0,20
909,Queue de lotte simple et rapide,https://www.marmiton.org/recettes/recette_queue-de-lotte-simple-et-rapide_310215.aspx,5.0,plat principal,poisson,poisson facile,,,facile,moyen,4,10,20,30
910,Ailes et pilons de poulet panés,https://www.marmiton.org/recettes/recette_ailes-et-pilons-de-poulet-panes_175915.aspx,4.4,plat principal,viande,viande en sauce,,,facile,bon marché,4,30,10,40
911,Boulettes à la viande façon maison,https://www.marmiton.org/recettes/recette_boulettes-a-la-viande-facon-maison_170864.aspx,4.9,plat principal,viande,boulettes de viande,,,très facile,bon marché,4,15,10,25
912,Pâtes au thon et à la tomate,https://www.marmiton.org/recettes/recette_pates-au-thon-et-a-la-tomate_15874.aspx,4.4,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,bon marché,4,5,10,15
913,Lapin au vin blanc,https://www.marmiton.org/recettes/recette_lapin-au-vin-blanc_24048.aspx,4.8,plat principal,viande,viande en sauce,,,facile,moyen,4,15,1,16
914,Croziflette au Thermomix,https://www.marmiton.org/recettes/recette_croziflette-au-thermomix_383244.aspx,5.0,plat principal,plats au fromage,tartiflette,,,facile,bon marché,4,10,40,50
1643,Pancakes Aurélie aux flocons d'avoine,https://www.marmiton.org/recettes/recette_pancakes-aurelie-aux-flocons-d-avoine_45035.aspx,4.3,dessert,crêpe,pancake,,,très facile,bon marché,4,5,5,10
915,Gratin de pâtes façon timbale milanaise,https://www.marmiton.org/recettes/recette_gratin-de-pates-facon-timbale-milanaise_62378.aspx,4.6,plat principal,"pâtes, riz, semoule",gratin de pâtes,,,facile,bon marché,4,30,10,40
916,Chili con carne,https://www.marmiton.org/recettes/recette_chili-con-carne_29198.aspx,4.7,plat principal,plat unique,chili con carne et sin carne,,,très facile,bon marché,4,30,2,32
917,Couscous végétarien facile,https://www.marmiton.org/recettes/recette_couscous-vegetarien-facile_62233.aspx,4.6,plat principal,plat unique,couscous,,,très facile,moyen,4,30,1,31
918,Linguine aux crevettes et à la crème,https://www.marmiton.org/recettes/recette_linguine-aux-crevettes-et-a-la-creme_530464.aspx,5.0,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,facile,bon marché,4,0,25,25
919,Caricoles comme à Bruxelles (traduction : escargots de mer ou bulots),https://www.marmiton.org/recettes/recette_caricoles-comme-a-bruxelles-traduction-escargots-de-mer-ou-bulots_43889.aspx,4.0,plat principal,fruits de mer,coquillages,,,moyenne,bon marché,4,50,25,75
920,Gigot d'agneau en papillon (barbecue),https://www.marmiton.org/recettes/recette_gigot-d-agneau-en-papillon-barbecue_44164.aspx,4.3,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,moyen,4,1,30,31
921,Gratin de poisson et de fruits de mer,https://www.marmiton.org/recettes/recette_gratin-de-poisson-et-de-fruits-de-mer_23052.aspx,5.0,plat principal,poisson,poisson au four,,,facile,moyen,4,10,15,25
922,Dos de cabillaud en papillote,https://www.marmiton.org/recettes/recette_dos-de-cabillaud-en-papillote_309588.aspx,4.8,plat principal,poisson,poisson en papillote,,,facile,bon marché,4,10,30,40
923,Filets de merlan au four et sa julienne de légumes,https://www.marmiton.org/recettes/recette_filets-de-merlan-au-four-et-sa-julienne-de-legumes_27533.aspx,4.3,plat principal,poisson,poisson au four,,,facile,bon marché,4,15,20,35
924,Pâtes au mascarpone et aux lardons,https://www.marmiton.org/recettes/recette_pates-au-mascarpone-et-aux-lardons_56355.aspx,4.3,plat principal,"pâtes, riz, semoule",autres pâtes,,,très facile,bon marché,4,5,15,20
925,Poulet aux écrevisses,https://www.marmiton.org/recettes/recette_poulet-aux-ecrevisses_11607.aspx,4.7,plat principal,fruits de mer,crustacés,,,moyenne,moyen,4,40,115,155
926,Terrine de foie gras (micro-ondes),https://www.marmiton.org/recettes/recette_terrine-de-foie-gras-micro-ondes_26060.aspx,4.5,plat principal,viande,abats,,,facile,assez cher,4,215,3,218
927,Ha Kao (Raviolis Vapeur Crevettes),https://www.marmiton.org/recettes/recette_ha-kao-raviolis-vapeur-crevettes_72452.aspx,4.8,plat principal,fruits de mer,crevettes,,,moyenne,moyen,4,3,10,13
928,Bavette à l'échalote à ma façon,https://www.marmiton.org/recettes/recette_bavette-a-l-echalote-a-ma-facon_227736.aspx,4.8,plat principal,viande,viande rôtie,,,facile,bon marché,4,10,20,30
929,Hachis parmentier au boeuf cuit,https://www.marmiton.org/recettes/recette_hachis-parmentier-au-boeuf-cuit_51494.aspx,4.3,plat principal,plat unique,hachis parmentier,,,très facile,bon marché,4,30,30,60
930,Langue sauce piquante,https://www.marmiton.org/recettes/recette_langue-sauce-piquante_28655.aspx,4.7,plat principal,viande,abats,,,très facile,bon marché,4,10,1,11
931,Tajine d'agneau aux légumes et patates douces,https://www.marmiton.org/recettes/recette_tajine-d-agneau-aux-legumes-et-patates-douces_54925.aspx,4.8,plat principal,plat unique,tajine,,,très facile,bon marché,4,30,1,31
932,Poulpe à la gallego (poulpe de galice),https://www.marmiton.org/recettes/recette_poulpe-a-la-gallego-poulpe-de-galice_70051.aspx,4.6,plat principal,fruits de mer,"calamar, poulpe",,,très facile,moyen,4,20,1,21
1644,Gâteau aux amandes,https://www.marmiton.org/recettes/recette_gateau-aux-amandes_62519.aspx,4.2,,,,,,facile,moyen,4,10,30,40
933,Feuilles de chou farcies,https://www.marmiton.org/recettes/recette_feuilles-de-chou-farcies_16873.aspx,4.7,plat principal,plat unique,légumes farcis,,,facile,bon marché,4,30,20,50
934,moules farcies au beurre d'escargot,https://www.marmiton.org/recettes/recette_moules-farcies-au-beurre-d-escargot_20891.aspx,4.8,plat principal,fruits de mer,moules,,,très facile,bon marché,4,30,5,35
935,Omelette aux épinards et mozzarella,https://www.marmiton.org/recettes/recette_omelette-aux-epinards-et-mozzarella_30264.aspx,4.6,plat principal,œufs,omelette,,,très facile,bon marché,4,5,10,15
936,Gambas sautées à l'ail,https://www.marmiton.org/recettes/recette_gambas-sautees-a-l-ail_15781.aspx,4.5,plat principal,fruits de mer,crevettes,,,très facile,bon marché,4,10,5,15
937,Ailes de poulet au miel et au sésame,https://www.marmiton.org/recettes/recette_ailes-de-poulet-au-miel-et-au-sesame_49978.aspx,4.8,plat principal,viande,viande en sauce,,,facile,bon marché,4,10,30,40
938,Filets de dorade aux câpres,https://www.marmiton.org/recettes/recette_filets-de-dorade-aux-capres_72287.aspx,4.9,plat principal,poisson,filets de poisson,,,très facile,moyen,4,5,12,17
939,Filet de chevreuil grand veneur,https://www.marmiton.org/recettes/recette_filet-de-chevreuil-grand-veneur_29169.aspx,4.0,plat principal,viande,viande rôtie,,,facile,moyen,4,1,1,2
940,Chipirons  / calamars à la tomate (Pays Basque),https://www.marmiton.org/recettes/recette_chipirons-calamars-a-la-tomate-pays-basque_14218.aspx,4.5,plat principal,fruits de mer,"calamar, poulpe",,,moyenne,moyen,4,40,30,70
941,Filets de Panga à la provençale,https://www.marmiton.org/recettes/recette_filets-de-panga-a-la-provencale_54388.aspx,4.5,plat principal,poisson,filets de poisson,,,facile,bon marché,4,10,30,40
942,Bricks au poulet et au curry,https://www.marmiton.org/recettes/recette_bricks-au-poulet-et-au-curry_36211.aspx,4.8,plat principal,viande,viande en sauce,,,très facile,bon marché,4,15,20,35
943,"Joues de porc mijotées, sauce à la crème et à la moutarde de Dijon",https://www.marmiton.org/recettes/recette_joues-de-porc-mijotees-sauce-a-la-creme-et-a-la-moutarde-de-dijon_230312.aspx,4.8,plat principal,viande,viande en sauce,,,facile,bon marché,4,15,130,145
944,Spaghetti à la napolitaine,https://www.marmiton.org/recettes/recette_spaghetti-a-la-napolitaine_25220.aspx,5.0,plat principal,"pâtes, riz, semoule",spaghetti,,,très facile,bon marché,4,20,20,40
945,Noix de Saint-Jacques gratinées au four,https://www.marmiton.org/recettes/recette_noix-saint-jacques-aux-four_221514.aspx,4.8,plat principal,fruits de mer,saint-jacques,,,facile,moyen,4,10,20,30
946,Ragoût de chevreuil au vin rouge,https://www.marmiton.org/recettes/recette_ragout-de-chevreuil-au-vin-rouge_28404.aspx,4.8,plat principal,viande,viande rôtie,,,facile,moyen,4,40,2,42
947,Salade thaï de boeuf,https://www.marmiton.org/recettes/recette_salade-thai-de-boeuf_30601.aspx,4.6,plat principal,plat unique,plats thaï,,,facile,moyen,4,30,5,35
948,Linguine aux asperges vertes par Laurent Mariotte,https://www.marmiton.org/recettes/recette_linguine-aux-asperges-vertes-par-laurent-mariotte_530754.aspx,5.0,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,moyen,4,15,20,35
949,Épigramme d'agneau grillé par Laurent Mariotte,https://www.marmiton.org/recettes/recette_epigramme-d-agneau-grille-par-laurent-mariotte_531310.aspx,0.0,plat principal,viande,,,,facile,moyen,4,30,15,45
950,Burger végétarien aux lentilles,https://www.marmiton.org/recettes/recette_burger-vegetarien-aux-lentilles_345408.aspx,5.0,plat principal,plat végétarien,hamburger végétarien,,,très facile,bon marché,4,25,30,55
2225,Layer cake à la fraise,https://www.marmiton.org/recettes/recette_layer-cake-a-la-fraise_310398.aspx,4.5,,,,,,moyenne,bon marché,4,45,20,65
951,Tortellini ricotta-épinards sauce tomates fraîches,https://www.marmiton.org/recettes/recette_tortellini-ricotta-epinards-sauce-tomates-fraiches_308411.aspx,5.0,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,facile,bon marché,4,10,30,40
952,Moules à la provençale (ail et poivrons),https://www.marmiton.org/recettes/recette_moules-a-la-provencale-ail-et-poivrons_30211.aspx,4.8,plat principal,fruits de mer,moules,,,facile,moyen,4,30,15,45
953,Saucisses de Strasbourg pour les nuls,https://www.marmiton.org/recettes/recette_saucisses-de-strasbourg-pour-les-nuls_65758.aspx,3.0,plat principal,viande,viande rôtie,,,très facile,bon marché,4,5,10,15
954,Falafels (recette facile et inratable),https://www.marmiton.org/recettes/recette_falafels-recette-facile-et-inratable_342837.aspx,4.8,plat principal,viande,boulettes de viande,,,facile,bon marché,4,30,5,35
955,poulet au cidre,https://www.marmiton.org/recettes/recette_poulet-au-cidre_31256.aspx,4.8,plat principal,viande,viande en sauce,,,facile,bon marché,4,30,1,31
956,Lapin de garenne au cidre,https://www.marmiton.org/recettes/recette_lapin-de-garenne-au-cidre_10779.aspx,5.0,plat principal,viande,viande en sauce,,,moyenne,moyen,4,30,55,85
957,Filets de maquereau grillés au sel,https://www.marmiton.org/recettes/recette_filets-de-maquereau-grilles-au-sel_27889.aspx,4.9,plat principal,poisson,filets de poisson,,,facile,bon marché,4,10,5,15
958,Langue de boeuf aux légumes,https://www.marmiton.org/recettes/recette_langue-de-boeuf-aux-legumes_26335.aspx,4.7,plat principal,viande,abats,,,facile,bon marché,4,45,4,49
959,Saumon à l'échalote au Thermomix,https://www.marmiton.org/recettes/recette_saumon-a-l-echalote-au-thermomix_383599.aspx,0.0,plat principal,poisson,saumon en sauce,,,très facile,bon marché,4,15,20,35
960,Rougail aux 2 saucisses et boucané,https://www.marmiton.org/recettes/recette_rougail-aux-2-saucisses-et-boucane_43380.aspx,4.9,plat principal,plat unique,rougail,,,très facile,bon marché,4,30,1,31
961,pâtes sauce champignons,https://www.marmiton.org/recettes/recette_pates-sauce-champignons_20599.aspx,4.0,plat principal,"pâtes, riz, semoule",pâtes en sauce,,,très facile,moyen,4,10,2,12
962,Poivrons farcis au riz et aux olives,https://www.marmiton.org/recettes/recette_poivrons-farcis-au-riz-et-aux-olives_25362.aspx,4.9,plat principal,"pâtes, riz, semoule",plat de riz,,,facile,moyen,4,25,45,70
963,Carpaccio de saumon aux baies roses et échalotes,https://www.marmiton.org/recettes/recette_carpaccio-de-saumon-aux-baies-roses-et-echalotes_30817.aspx,5.0,plat principal,poisson,saumon en sauce,,,facile,moyen,4,30,2,32
964,Paëlla de poisson,https://www.marmiton.org/recettes/recette_paella-de-poisson_16994.aspx,4.1,plat principal,plat unique,paella,,,très facile,assez cher,4,45,1,46
965,Steak sauce moutarde et oignons,https://www.marmiton.org/recettes/recette_steak-sauce-moutarde-et-oignons_27056.aspx,4.5,plat principal,viande,viande rûÇtie,,,trû´s facile,moyen,4,0,5,5
966,Cuisses de poulet faciles et qui changent,https://www.marmiton.org/recettes/recette_cuisses-de-poulet-faciles-et-qui-changent_57836.aspx,4.7,plat principal,viande,viande en sauce,,,facile,bon marché,4,35,1,36
967,"Filets de poulet marinûˋs au citron, au miel et aux graines de sûˋsame",https://www.marmiton.org/recettes/recette_filets-de-poulet-marines-au-citron-au-miel-et-aux-graines-de-sesame_58737.aspx,4.5,plat principal,viande,viande en sauce,,,trû´s facile,bon marchûˋ,4,0,15,15
968,Plat de côtes de porc grillé,https://www.marmiton.org/recettes/recette_plat-de-cotes-de-porc-grille_70293.aspx,4.8,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,30,40
969,Chapon farci aux marrons,https://www.marmiton.org/recettes/recette_chapon-farci-aux-marrons_45951.aspx,4.4,plat principal,viande,viande rôtie,,,moyenne,assez cher,4,25,310,335
970,Sauté de porc avec carottes et pommes de terre,https://www.marmiton.org/recettes/recette_saute-de-porc-avec-carottes-et-pommes-de-terre_314141.aspx,4.9,plat principal,viande,viande en sauce,,,facile,bon marché,4,20,1,21
971,Fajitas avec Tortillas fabrication totalement maison..,https://www.marmiton.org/recettes/recette_fajitas-avec-tortillas-fabrication-totalement-maison_28028.aspx,3.8,plat principal,œufs,omelette,,,facile,bon marché,4,1,4,5
972,Soupe de ramen (nouilles),https://www.marmiton.org/recettes/recette_soupe-de-ramen-nouilles_41724.aspx,4.4,plat principal,"pâtes, riz, semoule",autres pâtes,,,facile,bon marché,4,30,20,50
973,Encornets à la plancha façon mama,https://www.marmiton.org/recettes/recette_encornets-a-la-plancha-facon-mama_370931.aspx,5.0,plat principal,fruits de mer,"calamar, poulpe",,,très facile,bon marché,4,10,20,30
974,Oeufs cocotte au foie gras,https://www.marmiton.org/recettes/recette_oeufs-cocotte-au-foie-gras_24981.aspx,4.0,plat principal,viande,abats,,,très facile,moyen,4,15,8,23
975,Poulpe cuisiné à la sétoise,https://www.marmiton.org/recettes/recette_poulpe-cuisine-a-la-setoise_25219.aspx,4.9,plat principal,fruits de mer,"calamar, poulpe",,,facile,bon marché,4,15,1,16
976,Salade périgourdine au foie gras,https://www.marmiton.org/recettes/recette_salade-perigourdine-au-foie-gras_30433.aspx,4.7,plat principal,viande,abats,,,très facile,assez cher,4,20,0,20
977,Gigot ou épaule d'agneau au miel et thym,https://www.marmiton.org/recettes/recette_gigot-ou-epaule-d-agneau-au-miel-et-thym_66579.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,moyen,4,10,45,55
978,Côtes d'agneau marinées,https://www.marmiton.org/recettes/recette_cotes-d-agneau-marinees_55674.aspx,4.7,plat principal,viande,viande rôtie,,,facile,bon marché,4,15,20,35
979,Albondigas,https://www.marmiton.org/recettes/recette_albondigas_26703.aspx,4.5,plat principal,,,,,facile,bon marché,4,40,1,41
980,Gyudon Japonais,https://www.marmiton.org/recettes/recette_gyudon-japonais_325772.aspx,5.0,plat principal,plat unique,plats japonais,,,facile,bon marché,4,20,20,40
981,Poulet au Four en RomerTopf,https://www.marmiton.org/recettes/recette_poulet-au-four-en-romertopf_33618.aspx,4.4,plat principal,viande,viande rôtie,,,très facile,bon marché,4,15,1,16
982,Banh Cuon  (crêpes vietnamiennes),https://www.marmiton.org/recettes/recette_banh-cuon-crepes-vietnamiennes_45941.aspx,4.2,plat principal,plat unique,plats vietnamiens,,,très facile,bon marché,4,10,30,40
983,Tajine aux cinq épices,https://www.marmiton.org/recettes/recette_tajine-aux-cinq-epices_54687.aspx,4.8,plat principal,plat unique,tajine,,,facile,bon marché,4,30,3,33
984,Escalopes de poulet panées au four,https://www.marmiton.org/recettes/recette_escalopes-de-poulet-panees-au-four_80683.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,bon marché,4,30,20,50
985,Omelette aux truffes de Bourgogne,https://www.marmiton.org/recettes/recette_omelette-aux-truffes-de-bourgogne_12277.aspx,3.5,plat principal,œufs,omelette,,,très facile,moyen,4,10,10,20
986,Pâte à nouilles Maison (pour tagliatelles) simple,https://www.marmiton.org/recettes/recette_pate-a-nouilles-maison-pour-tagliatelles-simple_70714.aspx,4.7,plat principal,"pâtes, riz, semoule",tagliatelle,,,difficile,bon marché,4,20,5,25
987,Saucisse grillée très légère,https://www.marmiton.org/recettes/recette_saucisse-grillee-tres-legere_36438.aspx,4.6,plat principal,viande,viande rôtie,,,très facile,bon marché,4,10,10,20
988,Rouleaux de printemps aux crevettes,https://www.marmiton.org/recettes/recette_rouleaux-de-printemps-aux-crevettes_217110.aspx,5.0,plat principal,fruits de mer,crevettes,,,facile,moyen,4,30,0,30
989,Gratin endives-jambon tout simple,https://www.marmiton.org/recettes/recette_gratin-endives-jambon-tout-simple_222413.aspx,4.7,plat principal,plat unique,endives au jambon,,,facile,bon marché,4,15,15,30
